weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,weekday_7,temp,cost,price,sales
1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.5,7.3,226.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.4,1.0,4.2,198.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.2,0.5,6.6,225.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.5,0.3,5.4,187.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.8,0.3,4.3,186.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.3,6.8,229.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.4,0.3,6.5,187.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.3,0.5,4.9,189.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.6,0.5,5.7,244.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.3,1.5,6.6,205.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.3,7.2,214.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.9,0.5,6.3,192.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,1.0,7.2,218.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.2,1.5,8.4,207.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,1.5,6.3,211.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.3,1.5,7.8,168.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.9,1.5,4.8,173.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.7,0.5,5.5,239.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.3,0.3,6.1,177.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.6,1.0,5.3,181.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.1,1.0,4.8,206.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.9,0.3,6.1,230.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.4,1.5,6.6,209.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,0.5,8.2,210.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.1,0.3,4.5,160.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,1.0,8.6,188.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.9,1.5,4.8,208.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.7,1.0,5.5,193.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.4,1.0,6.5,199.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,0.5,5.7,244.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.7,0.5,4.1,199.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.9,1.0,6.9,215.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.3,7.5,222.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.5,7.2,224.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.7,1.0,5.5,187.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.5,7.4,223.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.5,1.5,6.6,216.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.9,1.5,5.4,180.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.4,0.5,5.6,195.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.1,1.5,7.8,211.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.1,0.3,4.4,195.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,0.3,6.7,232.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.3,1.5,7.7,183.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,1.5,6.0,226.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.5,1.0,5.6,203.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.9,0.5,4.0,195.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.7,0.3,5.5,195.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.4,0.5,5.3,185.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.7,1.0,6.0,195.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.5,1.5,5.9,195.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.2,0.3,3.9,182.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.1,0.5,5.5,192.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.8,1.5,6.3,217.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.3,1.0,5.5,182.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.4,1.5,7.2,212.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.9,0.3,5.3,235.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.6,0.3,6.2,184.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.7,1.0,7.1,192.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.2,1.0,7.6,189.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.4,0.3,7.0,213.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.4,0.3,5.7,195.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.1,1.0,6.1,209.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.5,1.0,7.3,223.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.5,5.8,239.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.5,1.0,6.7,195.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.1,0.5,6.2,231.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.5,1.0,6.3,183.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.6,1.5,7.0,214.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.9,1.5,7.7,217.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.5,5.4,187.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.1,1.0,5.8,233.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.6,1.0,4.0,192.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.8,1.5,6.5,185.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.4,1.0,4.9,197.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.2,0.5,7.8,191.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.1,0.3,5.9,201.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.1,0.5,4.7,192.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.4,0.5,7.1,205.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.5,1.5,6.0,201.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.9,1.5,9.3,219.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,1.0,5.8,211.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.3,1.0,5.3,200.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.3,4.0,185.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.6,1.0,7.0,203.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.8,0.5,5.9,169.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.3,0.5,5.2,187.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.9,1.0,5.1,194.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.1,0.3,6.7,195.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.4,0.5,4.1,203.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.9,0.3,5.7,187.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,7.2,221.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.7,0.3,3.5,179.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.2,1.0,8.1,206.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.5,0.5,6.0,231.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.8,1.5,6.6,198.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0.5,7.5,172.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.5,7.7,174.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.5,0.3,4.9,178.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.7,1.0,5.3,185.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,1.5,5.2,233.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1.0,7.1,213.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.2,0.3,4.4,183.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.3,6.1,238.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.8,0.5,6.1,237.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,1.0,5.5,233.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,0.3,6.5,233.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.9,0.3,4.7,193.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.3,0.5,4.3,186.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.3,1.0,6.3,233.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.6,1.5,5.7,202.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.1,0.5,5.4,177.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.7,0.3,4.7,195.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.1,1.5,9.7,219.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.5,1.0,5.3,193.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.6,0.5,4.9,184.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.9,1.0,6.4,230.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,1.0,4.8,194.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.7,1.0,6.2,192.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.5,1.5,8.3,185.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.4,0.5,6.2,163.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.9,1.0,6.2,195.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.5,4.6,180.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.5,0.3,7.0,201.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.3,0.3,7.0,221.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.9,0.3,8.1,213.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.5,0.3,5.0,176.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.1,0.5,7.9,212.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.1,1.0,5.4,214.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,0.3,6.3,231.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.5,0.5,5.7,197.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.9,0.5,5.0,190.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.6,0.3,5.5,186.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.8,0.5,4.8,201.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.3,0.3,5.4,194.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.2,1.5,4.5,209.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.2,0.5,7.1,218.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,31.2,0.3,5.5,210.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.6,1.0,7.4,206.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.3,5.3,189.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.4,0.5,7.5,219.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.8,1.5,6.6,208.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.8,0.3,4.1,197.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.6,1.0,6.6,204.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.5,5.0,245.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.1,0.5,5.9,183.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.5,0.5,3.9,185.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.2,0.3,5.8,189.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.6,1.5,7.3,218.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.6,1.5,7.1,204.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.3,6.0,241.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.9,0.3,4.8,193.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.1,0.3,3.5,184.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.1,1.0,6.3,186.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.4,0.5,5.3,204.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.5,1.0,7.8,180.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.7,0.5,6.0,179.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.5,1.0,3.3,231.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,1.5,5.5,202.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.3,0.5,5.4,177.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.5,1.5,6.3,201.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.6,1.0,6.3,185.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.5,5.1,182.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.3,0.3,6.4,165.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.6,1.5,6.8,227.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.5,1.0,7.5,191.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.3,1.5,4.2,209.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.9,0.5,5.5,205.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.8,1.5,5.6,196.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.5,1.5,7.7,221.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.3,0.3,5.6,183.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.9,0.5,6.3,177.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.6,1.0,5.4,159.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,1.5,8.1,186.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.3,4.2,246.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,1.0,5.7,228.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.5,1.0,7.1,208.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,0.5,5.5,187.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.7,0.3,4.3,240.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.3,0.5,4.5,200.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.2,1.0,7.1,224.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,1.5,7.0,173.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.2,0.3,6.0,163.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.3,0.5,4.1,193.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.7,1.0,5.1,194.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.7,0.3,4.2,244.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.2,1.0,7.0,185.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.1,1.5,7.0,201.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.2,1.0,6.5,231.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.4,1.5,6.0,197.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.6,1.0,4.0,219.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.6,0.5,5.6,193.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.2,1.0,6.4,179.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.9,0.5,6.3,190.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.5,1.5,7.5,207.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.5,5.6,238.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.1,1.5,8.2,190.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.1,1.5,7.6,209.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.6,0.3,6.7,169.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.5,5.5,188.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.5,3.9,186.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.5,1.5,5.9,189.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.5,0.5,4.7,213.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.8,1.0,6.9,191.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.1,1.5,5.7,173.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.8,1.0,4.7,177.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.5,6.1,189.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.4,0.5,5.2,202.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,1.5,6.3,225.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,1.5,7.2,214.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.5,5.5,225.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1.5,5.9,201.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.7,0.5,5.4,196.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.4,1.5,8.6,189.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.1,1.5,5.7,187.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.5,1.5,4.8,188.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.9,0.5,6.6,229.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.3,1.0,6.5,206.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,1.0,6.3,226.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.1,0.3,4.7,181.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.6,0.5,5.3,198.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.6,1.5,5.3,217.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.2,1.0,7.5,211.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.4,0.5,7.1,173.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.1,1.5,5.9,184.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.6,0.5,5.1,184.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.7,1.0,7.3,209.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.2,0.3,4.1,195.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.2,0.3,4.8,182.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.9,0.3,5.3,200.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.6,1.5,7.7,205.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.2,1.5,8.7,193.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.2,0.3,4.6,195.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.6,1.5,5.9,209.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.4,0.5,6.7,209.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0.3,6.3,192.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,1.5,8.3,197.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.5,1.5,6.4,190.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.9,0.3,5.1,187.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,1.5,7.6,205.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.3,0.5,4.7,211.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,1.0,9.0,187.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.7,1.5,6.4,214.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.2,0.3,6.9,179.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,7.1,214.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.8,0.5,5.2,199.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.1,0.3,6.3,184.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,1.0,7.8,208.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.4,1.0,5.6,235.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.6,0.5,7.1,164.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.4,0.5,5.1,182.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.4,1.0,6.7,232.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.3,0.5,5.8,195.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.9,0.3,7.5,221.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.6,0.3,4.9,246.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.1,1.5,7.4,195.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.7,1.5,7.1,190.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.5,0.5,6.1,188.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.4,0.5,6.1,189.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.1,0.3,6.0,184.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.9,1.0,4.5,177.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.1,1.0,5.9,181.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.7,0.5,6.7,175.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.7,1.0,6.5,231.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.3,1.0,6.2,187.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.9,0.3,3.2,212.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.1,1.0,7.0,205.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0.5,4.8,201.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.3,1.0,4.6,182.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.5,5.7,178.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.9,0.3,6.9,229.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.3,4.6,196.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.3,5.2,197.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.2,1.5,7.1,185.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,0.5,6.9,227.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.2,1.0,7.1,186.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.7,0.5,4.3,192.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.4,1.5,6.2,200.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.3,1.5,8.5,238.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.3,0.3,6.1,238.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,1.0,6.7,230.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.1,1.5,7.6,197.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.7,0.3,6.1,197.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.3,6.0,170.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.1,0.5,6.4,173.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.8,0.3,5.5,186.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.5,8.6,195.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.9,0.5,7.8,185.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.6,0.3,6.7,191.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.8,0.3,5.8,236.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,8.7,204.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.4,1.0,5.0,206.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,1.0,5.7,230.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.7,0.5,6.1,164.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.2,0.5,6.0,184.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.5,6.1,174.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.2,1.5,6.0,182.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.6,1.5,7.0,204.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.8,0.5,6.7,203.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.6,0.5,6.3,199.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.5,7.7,202.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.2,1.0,6.0,201.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.6,0.3,6.4,182.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.7,0.5,5.4,189.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.2,1.5,6.8,202.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.5,1.5,6.0,212.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.4,1.0,5.3,200.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.9,0.3,7.3,214.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.3,5.4,188.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.5,5.2,244.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.8,0.5,5.1,200.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.3,1.5,8.6,184.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.4,0.3,7.4,169.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.5,6.7,223.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.3,7.7,224.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.8,0.3,4.3,185.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.9,1.5,5.8,198.0
